uid	title	imgURL	caption
Implant82	Humerus, Shaft:  Acumed Polaris Plus Nail	http://orthopaediclist.com/images/uploaded/Dirschl Humerus 20040303a-opt.jpg	"Polarus Plus (extra long) Nail.  (Floating screw was ""lost"" during intial surgery before referral.)"
Implant289	Humerus, Shaft:  Smith & Nephew Humeral Nail	http://orthopaediclist.com/images/uploaded/08-21-2001 Lat  2 wks17802-opt.jpg	AP: Smith+Nephew humeral nail for comminuted shaft fracture. Locking options proximal and distal.
Implant266	Humerus, Shaft:  Synthes AO Ti Solid Humeral Rod	http://orthopaediclist.com/images/uploaded/AP Rod83357-opt.jpg	AP of Left humerus with AO Titanium Solid humeral rod. Note AP locking screw distally and oblique locking screw proximally.
Implant69	Humerus, Shaft:  Synthes DCP Plate	http://orthopaediclist.com/images/uploaded/popahernandezperiprosthfx-opt.jpg	Synthes 4.5 DCP plate with cerclage cables/peg system used to stablize perprosthetic fracture of shoulder hemi with simulataneous TEA (total elbow arthroplasty)
Implant219	Humerus, Shaft:  Synthes Flexnail	http://orthopaediclist.com/images/uploaded/Flexnail74276-opt.jpg	Flexnail.  Titanium flexible medullary nail for fixation of humeral shaft fractures through tuberosity insertion point.  Titanium, multiple interlocking links, fixation wires deployable from distal end.
Implant258	Humerus, Shaft:  Synthes Flexnail	http://orthopaediclist.com/images/uploaded/AP 2 Flex-nail95695-opt.jpg	AP: Flexnail retrograde insertion. Derotation wires deployed from distal end.
Implant228	Humerus, Shaft:  Synthes Humeral Rod	http://orthopaediclist.com/images/uploaded/2002-11-19 Lat Post Op67127-opt.jpg	Titanium solid humeral rod, interlocking.(Lat)
Implant227	Humerus, Shaft:  Synthes Ti Solid Humeral Rod	http://orthopaediclist.com/images/uploaded/2002-11-19 AP Post Op39674-opt.jpg	Titanium solid humeral rod, interlocking. Also comes in canullated form. Several options for proximal and distal locking.
Implant3217	Implantat-Technologie ITS	http://orthopaediclist.com/images/uploaded/sauve43658-opt.jpg	Locked Plate ITS
Implant798	Integra Panta Nail	http://orthopaediclist.com/images/uploaded/MILLIKEN JOANNE H lateral ankle60296-opt.jpg	Lat. View: Panta Arthrodesis Nail for tibia-talar-calcaneal fusion with a Uni-clip Comression Staple for calcaneal-cubiod fusion.
Implant800	Integra Panta Nail	http://orthopaediclist.com/images/uploaded/62844-opt.jpg	AP View: Panta Arthrodesis Nail for Tibial Talar Calcaneal Fusion in a 55 year old female with rheumatoid arthritis.
Implant382	Intermedics	http://orthopaediclist.com/images/uploaded/Wilson THA Unknown 2005021831187-opt.jpg	Intermedics total hip prosthesis.  Submitted as an unknown by Dr. Hundley.  Identified by Dr. John Denton, New York Medical College, New York, NY.
Implant409	Intermedics Natural	http://orthopaediclist.com/images/uploaded/Coleman Intermedics Hip 199524539-opt.jpg	Intermedics Natural Hip System.  X-ray taken 10 years post op.  Asymptomatic.  (Intermedics now Centerpulse)
Implant4268	InterMedics Natural Knee II	http://orthopaediclist.com/images/uploaded/InterMedicsNaturalKneeII94604-opt.jpg	InterMedics Natural Knee II
Implant23	Intermedics Titanium Plate	http://orthopaediclist.com/images/uploaded/Intermedics Femoral Plate-opt.jpg	Intermedics Titanium Plate fixating perioprosthetic Fx (w. allograft strut)
Implant388	Interpore Synergy	http://orthopaediclist.com/images/uploaded/Synergy3818-opt.jpg	Synergy instrumentation.
Implant240	J & J Modular Hemiarthroplasty	http://orthopaediclist.com/images/uploaded/AP post-op pp81561-opt.jpg	J & J modular hemiarthroplasty prosthesis. Note the extraction hole above the collar.
Implant4233	J & J PFC Sigma	http://orthopaediclist.com/images/uploaded/BH - AP(1)6902-opt.jpg	"Submitted by Dr. Patel as an unidentified implant: Surgery done in 1992. Identified by Paul Golden on 9/3/2010 as ""Pretty sure PFC Sigma from J&J""."
Implant4234	J & J PFC Sigma	http://orthopaediclist.com/images/uploaded/BH - lateral15472-opt.jpg	"Submitted by Dr. Patel as an unidentified implant: ""Surgery done in 1992."" Identified by Paul Golden on 9/3/2010 as ""Pretty sure PFC Sigma from J&J."""
Implant612	J&J PFC or Osteonic Series 3000	http://orthopaediclist.com/images/uploaded/Photo_020207_00345190-opt.jpg	Unsure if it is an old J&J PFC or Osteonic Series 3000.
Implant611	J&J PFC or Osteonics 3000	http://orthopaediclist.com/images/uploaded/Photo_020207_00243670-opt.jpg	Debate between an old J&J PFC and an Osteonic Series 3000.
Implant1005	Knee Prostheses:  Bicompartmental:  Smit & Nephew Deuce	http://orthopaediclist.com/images/uploaded/Deuce at 154deg 1 yr5722-opt.jpg	Deuce Bi-Compartmental: 1 yr post-op.
Implant804	Knee Prostheses:  Bicompartmental:  Smith & Nephew Deuce	http://orthopaediclist.com/images/uploaded/Deuce AP View x-ray75680-opt.jpg	AP View of Deuce Bi-Compartmental Knee System. Replaces Medial tibiofemoral compartment and Patellofemoral compartment with a single femoral component.
Implant805	Knee Prostheses:  Bicompartmental:  Smith & Nephew Deuce	http://orthopaediclist.com/images/uploaded/Deuce Lat View x-ray84396-opt.jpg	Lat. View of Deuce Bi-Compartmental Knee System. Replaces Medial tibiofemoral compartment and Patellofemoral compartment with a single femoral component.
Implant167	Knee Prostheses:  Patellofemoral:  Centerpulse PFJ	http://orthopaediclist.com/images/uploaded/post op lateral PFJ replacement52662-opt.jpg	PFJ Femoral Component, Zimmer patellar component:   Patellofemoral replacement in a 43 year old male.
Implant4235	Knee Prostheses:  Patellofemoral:  MAKO	http://orthopaediclist.com/images/uploaded/PF AP(1)88636-opt.jpg	PatelloFemoral Arthroplasty
Implant4236	Knee Prostheses:  Patellofemoral:  MAKO	http://orthopaediclist.com/images/uploaded/PF Lat6491-opt.jpg	PatelloFemoral Arthroplasty
Implant25	Knee Prostheses:  Unicompartmental / Interpositional:  DePuy UKA	http://orthopaediclist.com/images/uploaded/Uni xray lateral-opt.jpg	UKA, Lateral View
Implant26	Knee Prostheses:  Unicompartmental / Interpositional:  DePuy UKA	http://orthopaediclist.com/images/uploaded/Uni xray ap-opt.jpg	UKA, AP View
Implant12	Knee Prostheses:  Unicompartmental / Interpositional:  Howmedica EIUS	http://orthopaediclist.com/images/uploaded/EIUS Osteonics Uni Knee-opt.jpg	EIUS Osteonics Unicompartmental Knee Replacement, all cemented, all poly tibial component
Implant157	Knee Prostheses:  Unicompartmental / Interpositional:  Howmedica Polycentric	http://orthopaediclist.com/images/uploaded/Eva Mallard16435-opt.jpg	Polycentric Unicompartmental Knee, Lateral View
Implant158	Knee Prostheses:  Unicompartmental / Interpositional:  Howmedica Polycentric	http://orthopaediclist.com/images/uploaded/Eva Mallard-489825-opt.jpg	Polycentric Unicompartmental Knee, AP View
Implant21	Knee Prostheses:  Unicompartmental / Interpositional:  Intermedics	http://orthopaediclist.com/images/uploaded/Intermedics Uni Knee-opt.jpg	Unicompartmental Knee Replacement by Intermedics (now Centerpulse)
Impant618	Knee Prostheses:  Unicompartmental / Interpositional:  Orthoglide (Impant 618)	http://orthopaediclist.com/images/uploaded/OrthoGlide Lat 2007021974267-opt.jpg	Lateral View:  OrthoGlide interpositional arthroplasty prosthesis.
Implant617	Knee Prostheses:  Unicompartmental / Interpositional:  Orthoglide	http://orthopaediclist.com/images/uploaded/OrthoGlide AP 200702193500-opt.jpg	AP View:  OrthoGlide interpositional arthroplasty prosthesis.
Implant4243	Knee Prostheses:  Unicompartmental / Interpositional:  Stryker Triathlon	http://orthopaediclist.com/images/uploaded/UKA-AP30604-opt.jpg	Stryker Triathlon Partial Knee Resurfacing Prosthesis-Medial Unicompartmental Knee
Implant4244	Knee Prostheses:  Unicompartmental / Interpositional:  Stryker Triathlon	http://orthopaediclist.com/images/uploaded/UKA-Lat36423-opt.jpg	Stryker Triathlon Partial Knee Resurfacing Prosthesis-Medial Unicompartmental Knee
Implant140105	Knee Prostheses: Total, Primary:  Maxx Freedom	http://orthopaediclist.com/mm5/graphics/00000001/Maxx TKA AP Keegen MD 20140105.png	Freedom PS High Flex Primary TKA, AP View
Implant4248	Knee Prosthesis, Total:  Unidentified	http://orthopaediclist.com/images/uploaded/IMG0000095696-opt.jpg	Trying to identify manufacturer.  [Submitted 10/11/10]
Implant162	Knee Prosthesis, Total:  Unidentified	http://orthopaediclist.com/images/uploaded/OA 1066722-opt.jpg	Total Condylar TKR
Implant4214	Knee Prosthesis, Total:  Unidentified	http://orthopaediclist.com/images/uploaded/uniknee69903-opt.jpg	Implanted in the mid to late 90s
Implant4245	Knee Prosthesis, Total:  Unidentified	http://orthopaediclist.com/images/uploaded/IMG0000085644-opt.jpg	Unidentified TKA
Implant151	Kudo Total Elbow Prosthesis	http://orthopaediclist.com/images/uploaded/kudo66879-opt.jpg	Kudo Total Elbow Prosthesis, lateral view
Implant223	L.I.S.S.	http://orthopaediclist.com/images/uploaded/07-19-2002 AP 6 wks Post Op44824-opt.jpg	L.I.S.S. Fixateur.(AP)  Titanium implant with locking screws for distal femur fractures.
Implant1509111	Link Endo Rotational Knee	http://orthopaediclist.com/mm5/graphics/00000001/TKA AP 20150911.jpg	AP view of dislocated total knee prosthesis.  Referred from another city.  Reportedly dislocated for 6 mo.
Implant1509112	Link Endo Rotational Knee	http://orthopaediclist.com/mm5/graphics/00000001/TKA Lat 20150911.jpg	Lateral view of chronically dislocated total knee prosthesis
Implant279	Locking Calcaneal Plate	http://orthopaediclist.com/images/uploaded/07-08-02 Axial Heel 6 months post-op55691-opt.jpg	Axial view of heel with Locking calcaneal plate. Stainless Steel. Locking screws are an option for each hole.
Implant183	Locking Supracondylar Plate	http://orthopaediclist.com/images/uploaded/Synthes Locking Supracondylar Plate for fx 2004073940-opt.jpg	Locking supracondylar plateCourtesy of Philip Maginnes; Synthes; Wilmington, NC, USAManufacturer:  Synthes, Inc.
Implant184	Locking Supracondylar Plate	http://orthopaediclist.com/images/uploaded/Synthes Locking Supracondylar Plate peripros fx 20040728342-opt.jpg	Locking supracondylar plate for periprosthetic fracture
Implant4212	LPS	http://orthopaediclist.com/images/uploaded/IMG_016851547-opt.jpg	LPS Dist. Fem. w/ MBT Rev. RP Tibia
Implant4033	McKee-Farrar MOM	http://orthopaediclist.com/images/uploaded/McKee-Farrar cropped from Sarmiento 2008041635045-opt.jpg	McKee-Farrar metal-on-metal prosthesis.  Developed in England in the 1960s.  It lost its popularity because of metal debris.
Implant613	Medartis Quadrilateral Plate	http://orthopaediclist.com/images/uploaded/miniplatemedartismetacarpalosteomy61845-opt.jpg	Metacarpal osteotomy for malunion stabilized with Medartis 2.0 locking quadrilateral plate.
Implant199	Medtronic LT Cages	http://orthopaediclist.com/images/uploaded/csp89822-opt.jpg	LT cages and Pyramid plate
Implant243	Mini-Condylar Blade Plate	http://orthopaediclist.com/images/uploaded/AP ORIF 2 wks4370-opt.jpg	Mini-condylar blade plate for small bone peri-articular fractures. Part of mini-fragment set.
Implant4031	Morscher Isoelastic Cup	http://orthopaediclist.com/images/uploaded/Isoelastic68412-opt.jpg	Isoelastic acetabular component for total hip prosthesis developed by E. Morscher from Switzerland in the early 1970's.  A femoral component, not present in this x-ray, was made of the same plastic material.
Implant429	Most® Total Femoral Replacement	http://orthopaediclist.com/images/uploaded/JC femur5881-opt.jpg	Most® Total Femoral Replacement
Implant389	Orthosphere Tarso-Metatarsal Implants	http://orthopaediclist.com/images/uploaded/Orthospheres, oblique view48968-opt.jpg	Orthosphere Tarso-Metatarsal Implants.
Implant15	Osteonics Omega Hip Screw	http://orthopaediclist.com/images/uploaded/Omega Plus Hip Screw-opt.jpg	Osteonics Omega Plus Hip Screw
Implant410	Osteonics Omniflex & PSL	http://orthopaediclist.com/images/uploaded/XRAYS 00256376-opt.jpg	Osteonics Omniflex Stem and PSL Cup
Implant411	Osteonics Omniflex & PSL Cup	http://orthopaediclist.com/images/uploaded/XRAYS 00124733-opt.jpg	Osteonics Omniflex Stem and PSL Cup.
Implant140708	Osteonics Secure-Fit HA	http://orthopaediclist.com/mm5/graphics/00000001/Osteonics HA THA Cooper 20140708.jpg	Osteonics THA
Implant292	Pelvis:  Synthes Recon Plate	http://orthopaediclist.com/images/uploaded/Iliac Plate35203-opt.jpg	AP Pelvis: 4.5 mm reconstruction plate on symphysis. Functions as tension band plate. 3.5 mm reconstruction on iliac wing.
Implant4231	Pinnacle Cup with LPS Total Femur	http://orthopaediclist.com/images/uploaded/TF152435-opt.jpg	Pinnacle Gription Cup w/ Const. Liner, LPS Ortho Genesis Total Femur w/ SROM Revision Tibia
Implant4232	Pinnacle Cup with LPS Total Femur	http://orthopaediclist.com/images/uploaded/TF3(1)26579-opt.jpg	Pinnacle Gription Cup w/ Const. Liner, LPS Ortho Genesis Total Femur w/ SROM Revision Tibia
Implant4256	PLUS Bipolar	http://orthopaediclist.com/images/uploaded/Plus Bi polar53154-opt.jpg	PLUS Bipolar
Implant70	Radius & Ulna, Shaft:  Hand Innovations DVR	http://orthopaediclist.com/images/uploaded/DSC03096-opt.jpg	DVR long radius plate and 3.5 DCP plate used to reconstruct forearm in distal radial shaft/ulna impending malunion after osteotomy/bent plate removal.
Implant620	Radius & Ulna, Shaft:  Rayhack	http://orthopaediclist.com/images/uploaded/Rayhack Volar Locking Ulnar Shortening45868-opt.jpg	This lateral x-ray shows volar placement of the Rayhack low profile locking ulnar shortening plate.
Implant621	Radius & Ulna, Shaft:  Rayhack	http://orthopaediclist.com/images/uploaded/Rayhack Volar Locking Ulnar Shortening implant72827-opt.jpg	This image shows volar placement of the Rayhack low profile locking ulnar shortening plate.
Implant263	Radius & Ulna, Shaft:  Synthes DCP	http://orthopaediclist.com/images/uploaded/2004-03-02 AP 5.5 wks24969-opt.jpg	AP forearm with 2.7 mm Titanium Dynamic Compression Plate (DCP) in girl with small radius. Note:  This does not come as LCDCP. 2.7 mm screws.
Implant264	Radius & Ulna, Shaft:  Synthes DCP	http://orthopaediclist.com/images/uploaded/2004-03-02 Lat 5.5 wks98919-opt.jpg	Lateral of forearm with 2.7 mm Titanium Dynamic Compression Plate (DCP) in girl with small radius. Note:  This does not come as LCDCP. 2.7 mm screws.
Implant261	Radius & Ulna, Shaft:  Synthes LCP	http://orthopaediclist.com/images/uploaded/2003-10-01 AP (Close-Up) 6.6 wks Post-Op35286-opt.jpg	AP forearm: 3.5 mm Locking Compression Plate (LCP) with combination of standard and locking screws for comminuted, segmental radius fracture.
Implant262	Radius & Ulna, Shaft:  Synthes LCP	http://orthopaediclist.com/images/uploaded/2003-10-01 Lat (Close-Up) 6.6 wks Post-Op87995-opt.jpg	Lateral of forearm with 3.5 mm Locking Compression Plate (LCP) with combination of standard and locking screws for comminuted, segmental radius fracture.Submitted By: Steve Schelkun, MD
Implant344	Radius, Distal:  Hand Innovations DVR Plate	http://orthopaediclist.com/images/uploaded/DVRA AP Orbay46798-opt.jpg	DVR-A (Distal Volar Radius-Anatomic) Plate, AP ViewCourtesy of Jorge Orbay, MD; Miami, FL, USA
Implant66	Radius, Distal:  Hand Innovations DVR Plate	http://orthopaediclist.com/images/uploaded/ashligonzpostopdistrad-opt.jpg	After reduction of dorsally displaced distal radius comminuted fx with DVR plate via volar approach.
Implant343	Radius, Distal:  Hand Innovations DVR-Anatomic	http://orthopaediclist.com/images/uploaded/DVRA Lateral Orbay50930-opt.jpg	DVR-A (Distal Volar Radius-Anatomic) Plate.  Lateral View.
Implant4239	Radius, Distal:  Medartis Osteotomy Plate	http://orthopaediclist.com/images/uploaded/DSC0281495748-opt.jpg	Osteotomy specific plate for DR malunion
Implant424	Radius, Distal:  Medartis Volar Plate	http://orthopaediclist.com/images/uploaded/DSC0144369464-opt.jpg	Elderly female with volar plate fixation for dorsally displaced fracture using plate with variable angle subchondral pegs
Implant425	Radius, Distal:  Medartis Volar Plate	http://orthopaediclist.com/images/uploaded/DSC01444641-opt.jpg	Elderly female with volar plate fixation for dorsally displaced fracture using plate with variable angle subchondral pegs
Implant676	Radius, Distal:  Orthofix Contour VPS	http://orthopaediclist.com/images/uploaded/vpsplatepafluoroview55917-opt.jpg	Application of Contour VPS fixed angle locked plate to elderly lady initially treated with external fixator and poor reduction
Implant293	Radius, Distal:  Synthes Angular T-Plate	http://orthopaediclist.com/images/uploaded/AP and Lat Wrist24895-opt.jpg	AP and Lat of wrist. 3.5 mm locking angular T plate from small fragment locking plate set. Note Combi holes in vertical limb (0nly 1 locking screw and three 3.5 mm cortex screws in this part)  and locking screws in oblique limb. 20� axial lateral view necessary to see articular surface and volar tilt.
Implant4265	Radius, Distal:  Synthes Distal Radius Plate	http://orthopaediclist.com/images/uploaded/xRAYS lat(1)52139-opt.jpg	Volar distal radius plate plus ulnar side buttress plate. Need ID for both.
Implant4266	Radius, Distal:  Synthes Distal Radius Plate	http://orthopaediclist.com/images/uploaded/Xrays ap14014-opt.jpg	AP of volar distal radius plate plus ulnar side buttress plate.
Implant178	Radius, Distal:  Synthes Locking Plates	http://orthopaediclist.com/images/uploaded/Synthes Locking Plates radius 20040748129-opt.jpg	Radial and ulnar Synthes locking plates
Implant245	Radius, Distal:  Synthes Pi Plate	http://orthopaediclist.com/images/uploaded/Dorsal Plate Example24928-opt.jpg	Dorsal Pi plate for distal radius fractures
Implant4267	Radius, Distal:  Synthes TriMed	http://orthopaediclist.com/images/uploaded/Xrays oblique49786-opt.jpg	Oblique of distal radius plate plus ulnar side buttress plate. Need ID of both.
Implant246	Radius, Distal:  Synthes Volar Locking Plate	http://orthopaediclist.com/images/uploaded/2003-12-28 AP 4.1 wks3720-opt.jpg	"Volar distal radius locking plate from Small Fragment Locking Plate Set. Note ""Combi-holes"" in plate for locking or standard screws."
Implant27	Radius, Distal:  Synthes Volar Plate	http://orthopaediclist.com/images/uploaded/Synthes Volar Distal Radius-opt.jpg	Synthes Volar Distal Radius Locking Plate
Implant2062	Radius, Distal:  Tornier CoverLoc	http://orthopaediclist.com/images/uploaded/12.7.200750366-opt.jpg	Tornier CoverLoc Distal Radius Plate, previously DVO (Deo Volente)
Implant260	Recon Plate	http://orthopaediclist.com/images/uploaded/AP ORIF re-do8882-opt.jpg	3.5 mm Stainless Steel standard Reconstruction plates and multiple interfragmenary screws for C-3 distal humerus fracture.
Implant420	Retrograde Femoral Nail	http://orthopaediclist.com/images/uploaded/AP femur orthopaediclist170959-opt.jpg	"AP view: Retrograde/antegrade femoral nail for retrograde insertion with proximal interlocking screws. Additionally, screw fixation of greater trochanteric fx.  (See ""Femur:  Distal"" for the other end of this device being used for the distal segment of this fracture.)"
Implant233	Retrograde Femoral Rod	http://orthopaediclist.com/images/uploaded/04-05-2001 AP 8 wks60366-opt.jpg	Retrograde femoral rod with interlocking screws.
Implant234	Retrograde Femoral Rod	http://orthopaediclist.com/images/uploaded/04-05-2001 Lat 8 wks50958-opt.jpg	Retrograde femoral rod (Lat) with 2 distal interlocking screws.
Implant419	Retrograde Nail	http://orthopaediclist.com/images/uploaded/AP femur orthopaediclist64952-opt.jpg	Retrograde/antegrade femoral nail for retrograde insertion with spiral blade
Implant421	Retrograde Nail	http://orthopaediclist.com/images/uploaded/lateral femur orthopaediclist000168737-opt.jpg	Retrograde/antegrade femoral nail for retrograde insertion with spiral blade.
Implant422	Retrograde Nail	http://orthopaediclist.com/images/uploaded/lateral femur orthopaediclist00028376-opt.jpg	"Lateral view: Retrograde/antegrade femoral nail for retrograde insertion with proximal interlocking screw. Additionally, screw fixation of greater trochanteric fx. (For an AP view of this device at the proximal femur, please see """"Femur: Proximal"
Implant432	Richards Cobra	http://orthopaediclist.com/images/uploaded/Richards Cobra Fx Stem Hemiarthroplasty96230-opt.jpg	Richards Cobra Fracture Hemiarthroplasty. Note: No extraction hole in stem above collar as in J&J Fracture strem.
Implant159	Richards Marmour	http://orthopaediclist.com/images/uploaded/Marmour49373-opt.jpg	Marmour Total Knee Prosthesis by Richards
Implant3788	Ring THA	http://orthopaediclist.com/images/uploaded/Ring Prosthesis from Sarmiento 2008040479086-opt.jpg	Ring Prosthesis showing the frequently observed sclerotic changes around the stem, usually associated with loosening.  Developed by Peter Ring in England in the early 1970s. It had a screw-shaped acetabular stem and an Austin Moore as a femoral stem.  High failure rate due to acetabular loosening.
Implant107	Schneider Nail	http://orthopaediclist.com/images/uploaded/Preddy femoral rod AP-opt.jpg	Schneider Nail.  Circa 1975.
Implant270	Schneider Rod	http://orthopaediclist.com/images/uploaded/Schneider Rod43676-opt.jpg	Schneider Femoral Rod. Circa 1977. Solid, self broaching ends with threaded nipple. Straight rod. Both ends identical.  Inserted with open technique retrograde through fracture.
Implant371	Shoulder, Total, Reverse:  Fenlin	http://orthopaediclist.com/images/uploaded/TSA Fenlin22813-opt.jpg	Fenlin Total Shoulder Prosthesis.  4 components.  Metal cup with captive polyethylene ball.  Components fixed to each other with screws.
Implant373	Shoulder, Total, Reverse:  Kessel	http://orthopaediclist.com/images/uploaded/TSA Kessel59315-opt.jpg	"Kessel Total Shoulder Prosthesis.  Stainless steel glenoid ball with polyethylene humeral socket.  Components """"clipped"""" together.  Fully constrained."
Implant368	Shoulder, Total:  Bechtol	http://orthopaediclist.com/images/uploaded/TSA Bechtol95496-opt.jpg	Bechtol Total Shoulder Prosthesis.  Stainless steel and polyethylene.
Implant369	Shoulder, Total:  Bickel	http://orthopaediclist.com/images/uploaded/TSA Bickel66921-opt.jpg	Bickel Total Shoulder Prosthesis.  4 components.  Stainless steel glenoid cup with polyethylene socket.  Full constrained.  By Mayo Clinic Engineering and Howmedica.
Implant370	Shoulder, Total:  Bucholz-Zippel	http://orthopaediclist.com/images/uploaded/TSA Bucholz-Zippel20982-opt.jpg	Bucholz-Zippel Total Shoulder Prosthesis.  3 components.  Snap fit.  Screws + cement.  Snap fit of humeral component into cup with retaining ring.  Fully constrained.
Implant372	Shoulder, Total:  Gristina Trispherical	http://orthopaediclist.com/images/uploaded/TSA Gristina Trispherical82531-opt.jpg	Gristina Trispherical Total Shoulder Prosthesis.  6 components.  Metal glenoid.  Two metal and two polyethylene hemispheres.
Implant374	Shoulder, Total:  Macnab-English	http://orthopaediclist.com/images/uploaded/TSA MacNab88058-opt.jpg	Macnab-English Total Shoulder Prosthesis.  3 components.  Semi-constrained by surface shape.
Implant378	Shoulder, Total:  Mathys	http://orthopaediclist.com/images/uploaded/TSA Robert Mathys82858-opt.jpg	Robert Mathys Total Shoulder Prosthesis.  2 components of plastic materials.  Semi-constrained.
Implant375	Shoulder, Total:  Michael Reese	http://orthopaediclist.com/images/uploaded/TSA Michael Reese1531-opt.jpg	Michael Reese Total Shoulder Prosthesis.  5 components.  Stainless steel glenoid cup with retaining ring, humeral stem, and two polyethylene inserts.  Fully constrained.
Implant376	Shoulder, Total:  Modell-St. George	http://orthopaediclist.com/images/uploaded/TSA Modell St69305-opt.jpg	Modell-St. Georg Total Shoulder Prosthesis.  2 components.  Came with and without extended dome on cup.  Semi-constrained by surface shape.
Implant381	Shoulder, Total:  Neer Glenoid	http://orthopaediclist.com/images/uploaded/TSA Neer Glenoid5870-opt.jpg	Neer Glenoid Prosthesis.  Semi-constrained.  No further information available.
Implant377	Shoulder, Total:  Neer II	http://orthopaediclist.com/images/uploaded/TSA Neer II67262-opt.jpg	Neer II Total Shoulder Prosthesis.  2 components.  Minimal constraint.
Implant379	Shoulder, Total:  Stanmore	http://orthopaediclist.com/images/uploaded/TSA Stanmore40562-opt.jpg	Stanmore Total Shoulder Prosthesis.  Two components.  Chromium-cobalt glenoid cup with polyethylene retention ring.  Metal on metal bearing surface.  Snap fit.  Fully constrained.
Implant380	Shoulder, Total:  Zimmer Custom	http://orthopaediclist.com/images/uploaded/TSA Zimmer Custom70791-opt.jpg	Zimmer Custom Total Shoulder Prosthesis.  2 components.  Cemented glenoidal and humeral components.
Implant407	Smith & Nephew Conquest	http://orthopaediclist.com/images/uploaded/Williams Conquest unipolar 2005102462422-opt.jpg	Conquest Femoral Stem with unipolar femoral head.  2005.  Uses unipolar taper sleeve to adjust neck lengths.  12/14 taper on femoral neck.
Implant3	Smith & Nephew Echelon	http://orthopaediclist.com/images/uploaded/PetrisFemoral-opt.jpg	Echelon Revision Porous Femoral Component
Implant10	Smith & Nephew Genesis II	http://orthopaediclist.com/images/uploaded/Genesis II-opt.jpg	Genesis II Total Knee (Zirconiuim femoral cemented component, cemented tibial component, AP View
Implant11	Smith & Nephew Genesis II	http://orthopaediclist.com/images/uploaded/Genesis II Knee Lateral-opt.jpg	Genesis II Total Knee, cemented zirconium femur, cemented tibial component, lateral view
Implant225	Smith & Nephew IMHS	http://orthopaediclist.com/images/uploaded/11-09-2001 AP 12 wks PO86120-opt.jpg	IMHS Intramedullary Hip Screw (AP) for medullary fixation of intertrochanteric hip fractures. Screw slides thropugh sleeve in rod.
Implant226	Smith & Nephew IMHS	http://orthopaediclist.com/images/uploaded/11-09-2001 Lat 12 wks PO67141-opt.jpg	IMHS Intramedullary Hip Screw (LAT) for medullary fixation of intertrochanteric hip fractures. Screw slides through sleeve in rod.
Implant4203	Smith & Nephew InterTAN Nail	http://orthopaediclist.com/images/uploaded/AP Itan78831-opt.jpg	InterTAN Long Nail, Femoral Neck/Shaft Fracture
Implant4206	Smith & Nephew InterTan Nail	http://orthopaediclist.com/images/uploaded/Lat FemNeck5455-opt.jpg	InterTAN Long Nail re Femoral Neck/Shaft Fx, lateral view
Implant4223	Smith & Nephew Journey	http://orthopaediclist.com/images/uploaded/evb_HUNDLEY,JAMES DKNEE, SUNRISE  LOW-EXM1256049664000_1_1(2)98093-opt.jpg	Journey Bi-Cruciate Stabilized Knee: AP View
Implant609	Smith & Nephew Journey	http://orthopaediclist.com/images/uploaded/Journey AP View 2007011838960-opt.jpg	Journey Knee
Implant610	Smith & Nephew Journey	http://orthopaediclist.com/images/uploaded/Journey Flex Lat 2007011828238-opt.jpg	Journey Knee
Implant4224	Smith & Nephew Journey Bi-Cruciate	http://orthopaediclist.com/images/uploaded/evb_HUNDLEY,JAMES DKNEE, SUNRISE  LOW-EXM1256049664000_2_122337-opt.jpg	Journey Bi-Cruciate Stabilized Knee:  Lateral View
Implant4225	Smith & Nephew Journey Bi-Cruciate	http://orthopaediclist.com/images/uploaded/evb_HUNDLEY,JAMES DKNEE, SUNRISE  LOW-EXM1256049664000_3_145575-opt.jpg	Journey Bi-Cruciate Stabilized Knee:  Tangential View.
Implant4200	Smith & Nephew Legion	http://orthopaediclist.com/images/uploaded/AP SN74606-opt.jpg	Legion Revision TKA System, AP View
Implant4201	Smith & Nephew Legion	http://orthopaediclist.com/images/uploaded/Lat SN61341-opt.jpg	Legion Revision TKA System, lateral view
Implant400	Smith & Nephew Optifix & Modular Stem	http://orthopaediclist.com/images/uploaded/KE-199979147-opt.jpg	Optifix plus Richards Modular Hip with 14/16 taper neck.
Implant4279	Smith & Nephew Profix	http://orthopaediclist.com/images/uploaded/profil lateral2406-opt.jpg	Profix
Implant4281	Smith & Nephew Profix	http://orthopaediclist.com/images/uploaded/Profix35031-opt.jpg	Profix
Implant2	Smith & Nephew Reflection Cup & Spectron Stem	http://orthopaediclist.com/images/uploaded/Hip_SmithNeph-opt.jpg	Reflection Interfit Acetabular Shell (porous); Spectron EF Femoral Stem (cemented).  [Special device needed to remove pegs from acetabular shell.]
Implant71	Smith & Nephew SP-3 Cup	http://orthopaediclist.com/images/uploaded/AP Edited-opt.jpg	SP-3 Porous Acetabular Component with Morse taper pegs (Need special removal device for pegs.)  Spectron EF Femoral Component, cemented.
Implant110	Smith & Nephew SP3 Cup & Synergy Stem	http://orthopaediclist.com/images/uploaded/Fisher 20040304-opt.jpg	SP3 Porous Reflection Acetabular Shell with Pegs.  Synergy porous femoral stem.  32 mm Oxinium femoral head.  [Note:  Pegs require special removal instruments.]
Implant187	Smith & Nephew Trigen Nail	http://orthopaediclist.com/images/uploaded/Smith and Nephew Short Trochanteric Nail 2004071581876-opt.jpg	Trigen Short Trochanteric Nail, 11.5 mm
